CASE_NUMBER;CASE_STATUS;CASE_SUBMITTED;DECISION_DATE;VISA_CLASS;EMPLOYMENT_START_DATE;EMPLOYMENT_END_DATE;EMPLOYER_NAME;EMPLOYER_BUSINESS_DBA;EMPLOYER_ADDRESS;EMPLOYER_CITY;EMPLOYER_STATE;EMPLOYER_POSTAL_CODE;EMPLOYER_COUNTRY;EMPLOYER_PROVINCE;EMPLOYER_PHONE;EMPLOYER_PHONE_EXT;AGENT_REPRESENTING_EMPLOYER;AGENT_ATTORNEY_NAME;AGENT_ATTORNEY_CITY;AGENT_ATTORNEY_STATE;JOB_TITLE;SOC_CODE;SOC_NAME;NAICS_CODE;TOTAL_WORKERS;NEW_EMPLOYMENT;CONTINUED_EMPLOYMENT;CHANGE_PREVIOUS_EMPLOYMENT;NEW_CONCURRENT_EMPLOYMENT;CHANGE_EMPLOYER;AMENDED_PETITION;FULL_TIME_POSITION;PREVAILING_WAGE;PW_UNIT_OF_PAY;PW_WAGE_LEVEL;PW_SOURCE;PW_SOURCE_YEAR;PW_SOURCE_OTHER;WAGE_RATE_OF_PAY_FROM;WAGE_RATE_OF_PAY_TO;WAGE_UNIT_OF_PAY;H1B_DEPENDENT;WILLFUL_VIOLATOR;SUPPORT_H1B;LABOR_CON_AGREE;PUBLIC_DISCLOSURE_LOCATION;WORKSITE_CITY;WORKSITE_COUNTY;WORKSITE_STATE;WORKSITE_POSTAL_CODE;ORIGINAL_CERT_DATE
I-200-17069-460917;CERTIFIED;42804.0;42810.0;H-1B;42979.0;44074.0;TETRASOFT, INC.;;16647 CHESTERFIELD GROVE ROAD;CHESTERFIELD;MO;63005;UNITED STATES OF AMERICA;;6365307638;;Y;MUSILLO, CHRISTOPHER;CINCINNATI;OH;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;5415;2.0;2.0;0.0;0.0;0.0;0.0;0.0;Y;57179.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;57179.0;0.0;Year;Y;N;Y;;;LITTLE ROCK;PULASKI;AR;72201;
I-200-17170-404798;CERTIFIED;42949.0;42955.0;H-1B;43110.0;44205.0;QUAKER CHEMICAL CORPORATION;;901 E. HECTOR STREET;CONSHOHOCKEN;PA;19428;;;;;;,;;;DEVELOPMENT CHEMIST III;19-2031;CHEMISTS;325110;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;90522.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;90522.0;90600.0;Year;N;N;NA;;;DAYTON;MONTGOMERY;OH;45432;
I-200-17067-340431;CERTIFIED;42802.0;42808.0;H-1B;42979.0;44074.0;EVEREST COMPUTERS INC.;;875 OLD ROSWELL ROAD;ROSWELL;GA;30076;UNITED STATES OF AMERICA;;7706428554;101;N;,;;;SENIOR SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;110386.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;110500.0;0.0;Year;Y;N;Y;Y;;CULVER CITY;LOS ANGELES;CA;90232;
I-200-17075-908810;CERTIFIED;42810.0;42816.0;H-1B;42964.0;44059.0;INSZOOM.COM, INC.;;2603 CAMINO RAMON;SAN RAMON;CA;94583;UNITED STATES OF AMERICA;;9252440600;;Y;WOLF, JAMES;CONCORD;CA;SR. PRODUCT ENGINEER;15-1131;COMPUTER PROGRAMMERS;511210;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;74547.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;74547.0;90000.0;Year;N;N;NA;Y;;SAN RAMON;CONTRA COSTA;CA;94583;
I-200-17037-283701;CERTIFIED;42772.0;42776.0;H-1B;42779.0;43873.0;DELOITTE CONSULTING LLP;N/A;1700 MARKET STREET;PHILADELPHIA;PA;19103;UNITED STATES OF AMERICA;N/A;9736025495;;Y;KLEISS, CONNIE;TORONTO;;MANAGER;13-2051;FINANCIAL ANALYSTS;54161;15.0;0.0;0.0;0.0;0.0;0.0;15.0;Y;87901.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;128000.0;192000.0;Year;N;N;NA;;;DETROIT;WAYNE;MI;48226;
I-200-17118-988888;CERTIFIED;42853.0;42859.0;H-1B;42853.0;43763.0;BSC SOLUTIONS, INC.;;1000 JOHN R. ROAD;TROY;MI;48083;UNITED STATES OF AMERICA;;2487679000;;Y;CLEMENT, JOHN;TROY;MI;SR. APPLICATION DEVELOPER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;83346.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;90000.0;0.0;Year;N;N;NA;;;SAN DIEGO;SAN DIEGO;CA;92123;
I-200-17048-094108;CERTIFIED;42783.0;42790.0;H-1B;42963.0;44058.0;CAPGEMINI AMERICA INC;N/A;333 WEST WACKER DRIVE;CHICAGO;IL;60606;UNITED STATES OF AMERICA;N/A;3123955000;;N;,;;;BUSINESS SYSTEMS ANALYST 2;15-1121;COMPUTER SYSTEMS ANALYSTS;5416;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;67434.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;67500.0;0.0;Year;Y;N;Y;;;ATLANTA;FULTON;GA;30303;
I-200-17166-926344;CERTIFIED;42901.0;42907.0;H-1B;42912.0;44007.0;CENTRAPRISE CORP;N/A;3 ETHEL ROAD;EDISON;NJ;08817;UNITED STATES OF AMERICA;;7329603333;401;Y;ALLEN, THOMAS;EDISON;NJ;JAVA DEVELOPER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;67933.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;80000.0;0.0;Year;Y;N;Y;Y;;CLEVELAND;CUYAYOGA;OH;44115;
I-200-17172-970488;CERTIFIED;42913.0;42919.0;H-1B;42979.0;44074.0;BROADCOM CORPORATION;;5300 CALIFORNIA AVENUE;IRVINE;CA;92617;;;;;;,;;;R&D ENGINEER HARDWARE 4;17-2061;COMPUTER HARDWARE ENGINEERS;33441;10.0;2.0;2.0;2.0;0.0;2.0;2.0;Y;107237.0;Year;;Other;2017;RADFORD GLOBAL TECHNOLOGY SURVEY;107237.0;0.0;Year;N;N;NA;;;IRVINE;ORANGE;CA;92617;
I-200-17198-062511;CERTIFIED;42971.0;42977.0;H-1B;43123.0;44218.0;RUSH UNIVERSITY MEDICAL CENTER;;ARMOUR ACADEMIC CENTER,  600 S. PAULINA STREET;CHICAGO;IL;60612;;;;;;,;;;SUPPLY CHAIN SYSTEMS ANALYST;15-1052;COMPUTER SYSTEMS ANALYSTS, NON R&D;622110;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;53976.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;56513.0;0.0;Year;N;N;NA;;;CHICAGO;COOK;IL;60612;
I-200-17170-962370;CERTIFIED;42905.0;42910.0;H-1B;42909.0;44005.0;ERNST & YOUNG U.S. LLP;N/A;200 PLAZA DRIVE;SECAUCUS;NJ;07094;UNITED STATES OF AMERICA;;2018723003;;Y;O'NEILL, DEVIN;TORONTO;;ADVISORY SENIOR;13-1111;MANAGEMENT ANALYSTS;541211;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;64300.0;Year;N/A;Other;2016;TOWERS WATSON:  2016 PROFESSIONAL (ADMINISTRATIVE AND SALES) COMPENSATION SURV;80000.0;0.0;Year;N;N;NA;;;IRVINE;ORANGE;CA;92612;
I-200-16355-456811;CERTIFIED;42724.0;42731.0;H-1B;42751.0;43845.0;OPTIMAL SOLUTIONS GROUP, LLC;;5825 UNIVERSITY RESEARCH COURT;COLLEGE PARK;MD;20740;UNITED STATES OF AMERICA;;3013061170;;Y;TAYLOR, FRANCES;BALTIMORE;MD;BUSINESS ANALYST;15-2041;STATISTICIANS;541720;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;72925.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;72925.0;0.0;Year;N;N;NA;;;COLLEGE PARK;PRINCE GEORGE'S;MD;20740;
I-200-17230-709637;CERTIFIED;42965.0;42971.0;H-1B;42965.0;44060.0;TECH MAHINDRA (AMERICAS),INC.;;4965 PRESTON PARK BOULEVARD;PLANO;TX;75093;;;;;;,;;;MECHANICAL DESIGN ENGINEER;17-2141;MECHANICAL ENGINEERS;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;66061.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;80291.0;0.0;Year;Y;N;Y;Y;;WICHITA;SEDGWICK;KS;67210;
I-200-17065-179937;CERTIFIED;42800.0;42804.0;H-1B;42800.0;43773.0;ECONVERGENCE, INC.;N/A;1592 US HIGHWAY 130;NORTH BRUNSWICK;NJ;08902;UNITED STATES OF AMERICA;N/A;7816350589;;Y;SHARMA, CHANDLER;NEW YORK;NY;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;55390.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;60000.0;0.0;Year;Y;N;Y;Y;;ATLANTA;DEKALB;GA;30346;
I-200-17054-920000;CERTIFIED-WITHDRAWN;42789.0;42891.0;H-1B;42965.0;44060.0;WIPRO LIMITED;;2 TOWER CENTER BLVD;EAST BRUNSWICK;NJ;08816;UNITED STATES OF AMERICA;N/A;7325091586;;N;,;;;TEST ENGINEER LEVEL 2;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;5.0;5.0;0.0;0.0;0.0;0.0;0.0;Y;69493.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;69493.0;0.0;Year;Y;N;Y;N;;RAYMOND;UNION;OH;43067;42795.0
I-200-17005-270227;CERTIFIED;42740.0;42746.0;H-1B;42755.0;43849.0;GOOGLE INC.;N/A;1600 AMPHITHEATRE PARKWAY;MOUNTAIN VIEW;CA;94043;UNITED STATES OF AMERICA;N/A;6502534513;;Y;BAILEY, MICHAEL;DALLAS;TX;APPLICATION ENGINEER 1615.30834;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541512;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;124675.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;130000.0;0.0;Year;N;N;NA;;;SUNNYVALE;SANTA CLARA;CA;94089;
I-200-17201-163307;CERTIFIED;42936.0;42942.0;H-1B;42944.0;44040.0;DINERS CLUB INTERNATIONAL LTD.;;2500 LAKE COOK ROAD;RIVERWOODS;IL;60015;;;;;;,;;;SENIOR MANAGER, STRATEGIC BUSINESS DEVELOPMENT;11-3031;FINANCIAL MANAGERS;522210;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;162600.0;Year;;Other;2017;WILLIS TOWERS WATSON SUPERVISORY AND MIDDLE MANAGEMENT COMPENSATION SURVEY;162600.0;164674.0;Year;N;N;NA;Y;;RIVERWOODS;LAKE;IL;60015;
I-200-17193-066910;CERTIFIED;42928.0;42934.0;H-1B;42928.0;44023.0;OSLO SOLUTIONS LLC;;4004 148TH AVE NE,BUILDING K;REDMOND;WA;98052;;;;;;,;;;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;112549.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;112549.0;0.0;Year;Y;N;Y;Y;;REDMOND;KING;WA;98052;
I-200-17137-006845;CERTIFIED;42874.0;42880.0;H-1B;42964.0;44059.0;PRICEWATERHOUSECOOPERS LLP;;4040 W. BOY SCOUT BLVD.;TAMPA;FL;33607;UNITED STATES OF AMERICA;;8133512888;;Y;DEY, MARK;TORONTO;;ASSURANCE ASSOCIATE;13-2011;ACCOUNTANTS AND AUDITORS;541611;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;55515.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;60500.0;0.0;Year;N;N;NA;;;BOSTON;SUFFOLK;MA;02210;
I-200-17055-338060;CERTIFIED;42793.0;42797.0;H-1B;42800.0;43348.0;INTERNATIONAL TECHNOLOGY SOLUTIONS, INC;;1225 LAUREL ST;COLUMBIA;SC;29201;UNITED STATES OF AMERICA;;8033187078;;N;,;;;COMPUTER SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;75941.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;76000.0;0.0;Year;Y;N;Y;Y;;PORTLAND;MULTNOMAH;OR;97204;
I-200-17080-012525;CERTIFIED;42815.0;42821.0;H-1B;42917.0;44012.0;BIRLASOFT INC;;399 THORNALL STREET;EDISON;NJ;08837;UNITED STATES OF AMERICA;;7328579687;;Y;CHOWDHURY, ANINDITA;POTOMAC;MD;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;66830.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;66900.0;0.0;Year;Y;N;Y;Y;;BARRINGTON;LAKE;IL;60010;
I-200-15079-081687;CERTIFIED-WITHDRAWN;42083.0;42929.0;H-1B;42217.0;42947.0;UNIVERSITY OF HAWAII;;2565 MCCARTHY MALL, PSB 102-106;HONOLULU;HI;96822;;;;;;,;;;ASSISTANT PROFESSOR;25-1011;BUSINESS TEACHERS, POSTSECONDARY;611310;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;60000.0;Year;;CBA;2009;N/A;77004.0;0.0;Year;N;N;NA;;;HONOLULU;HONOLULU COUNTY;HI;96822;42094.0
I-200-17118-086669;CERTIFIED;42853.0;42859.0;H-1B;42853.0;43947.0;PIONEER CONSULTING SERVICES LLC;N/A;1200 VALLEY WEST DRIVE;WEST DES MOINES;IA;50266;UNITED STATES OF AMERICA;N/A;5153092990;;N;,;;;SCCM CONSULTANT;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;71781.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;71781.0;90100.0;Year;Y;N;Y;;;NEW YORK;NEW YORK;NY;10004;
I-200-17157-943270;CERTIFIED;42892.0;42898.0;H-1B;42901.0;43996.0;CAMELOT INTEGRATED SOLUTIONS INC;;2000 S DAIRY ASHFORD RD;HOUSTON;TX;77077;UNITED STATES OF AMERICA;;8324193745;;N;,;;;SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;102731.0;Year;Level III;Other;2016;OFLC ONLINE DATA CENTER;103000.0;0.0;Year;Y;N;Y;Y;;HOUSTON;HARRIS;TX;77077;
I-200-17038-936532;CERTIFIED;42781.0;42788.0;H-1B;42963.0;44059.0;PRAXAIR, INC.;N/A;10 RIVERVIEW DRIVE;DANBURY;CT;06810;UNITED STATES OF AMERICA;N/A;2038372280;;Y;ROSENBERG, HYLA;NEW YORK;NY;ENGINEER;17-2041;CHEMICAL ENGINEERS;32512;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;75650.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;85750.0;0.0;Year;N;N;NA;;;TONAWANDA;ERIE;NY;14150;
I-200-17074-409814;CERTIFIED;42809.0;42815.0;H-1B;42992.0;44087.0;TRUELEARN, INC.;;2 PENN CENTER WEST;PITTSBURGH;PA;15276;UNITED STATES OF AMERICA;;4129658588;;Y;PHILLIPS, MATTHEW;PITTSBURGH;PA;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;611691;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;87818.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;105000.0;0.0;Year;N;N;NA;;;PITTSBURGH;ALLEGHENY;PA;15276;
I-200-17017-454884;CERTIFIED;42773.0;42779.0;H-1B;42954.0;44049.0;GENERAL MOTORS COMPANY;;300 RENAISSANCE CENTER;DETROIT;MI;48265-3000;UNITED STATES OF AMERICA;;3136672717;;Y;ROBY, ANTHONY;ROYAL OAK;MI;CREATIVE DESIGNER - COLOR & TRIM;27-1021;COMMERCIAL AND INDUSTRIAL DESIGNERS;3361;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;60195.0;Year;Level I;OES;2017;OFLC ONLINE DATA CENTER;79779.84;0.0;Year;N;N;NA;;;WARREN;MACOMB;MI;48092;
I-200-17142-961004;CERTIFIED;42887.0;42893.0;H-1B;42901.0;43997.0;CANYON BRIDGE MANAGEMENT CORP.;CANYON BRIDGE CAPITAL PARTNERS, LLC.;400 HAMILTON AVENUE;PALO ALTO;CA;94301;UNITED STATES OF AMERICA;;6503381788;;Y;SMITH, DONALD;SOUTH SAN FRANCISCO;CA;PRINCIPAL INVESTMENT PROFESSIONAL;13-2051;FINANCIAL ANALYSTS;5239;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;137384.0;Year;Level IV;OES;2016;OFLC ONLINE DATA CENTER;137384.0;0.0;Year;N;N;NA;Y;;PALO ALTO;SANTA CLARA;CA;94301;
I-200-17027-423392;CERTIFIED;42765.0;42769.0;H-1B;42776.0;43869.0;INFOSYS LIMITED;N/A;6100 TENNYSON PARKWAY;PLANO;TX;75024;UNITED STATES OF AMERICA;N/A;4694672608;;N;,;;;TECHNOLOGY LEAD - US;15-1121;COMPUTER SYSTEMS ANALYST;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;78957.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;79038.0;0.0;Year;Y;N;Y;;;RICHARDSON;DALLAS;TX;75081;
I-200-17055-214975;CERTIFIED;42793.0;42797.0;H-1B;42974.0;44070.0;GUMGUM INC.;;1314 7TH STREET;SANTA MONICA;CA;90401;UNITED STATES OF AMERICA;;3102609666;;Y;KIKUTA, JEFFREY;LOS ANGELES;CA;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541890;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;75941.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;88500.0;100000.0;Year;N;N;NA;;;SANTA MONICA;LOS ANGELES;CA;90401;
I-200-17058-546163;CERTIFIED;42793.0;42797.0;H-1B;42826.0;43921.0;SYNTEL CONSULTING INC.;N/A;525 EAST BIG BEAVER ROAD;TROY;MI;48083;UNITED STATES OF AMERICA;N/A;2486193580;;N;,;;;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;84864.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;84864.0;0.0;Year;Y;N;Y;Y;;NEW YORK;NEW YORK;NY;10007;
I-200-17194-830348;WITHDRAWN;42930.0;42930.0;H-1B;42947.0;44042.0;SPRINT CORPORATION;;6450 SPRINT PARKWAY;OVERLAND PARK;KS;66251;;;;;;,;;;APPLICATIONS DEVELOPER II;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;517212;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;76544.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;81000.0;91000.0;Year;N;N;NA;Y;;OVERLAND PARK;JOHNSON;KS;66251;
I-200-17047-787058;CERTIFIED;42783.0;42790.0;H-1B;42962.0;44057.0;DELOITTE CONSULTING LLP;;1700 MARKET STREET;PHILADELPHIA;PA;19103;UNITED STATES OF AMERICA;;2152462300;;Y;MICHAELS, REBECCA;TORONTO;;ANALYST;15-2031;OPERATIONS RESEARCH ANALYSTS;54161;15.0;15.0;0.0;0.0;0.0;0.0;0.0;Y;36046.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;65000.0;0.0;Year;N;N;NA;;;BOSTON;SUFFOLK;MA;02210;
I-200-17077-027146;CERTIFIED;42812.0;42817.0;H-1B;42993.0;44089.0;GURU IT SOLUTIONS INC;;46725 FREMONT BLVD;FREMONT;CA;94538;UNITED STATES OF AMERICA;;9254152394;;N;,;;;SALES ENGINEER;41-9031;SALES ENGINEERS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;71032.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;71032.0;0.0;Year;Y;N;Y;Y;;FREMONT;ALAMEDA;CA;94538;
I-200-17076-968256;CERTIFIED;42811.0;42817.0;H-1B;42887.0;43982.0;SAINT FRANCIS UNIVERSITY;;117 EVERGREEN DRIVE;LORETTO;PA;15940;UNITED STATES OF AMERICA;;8144723931;;Y;GOLDSTEIN, MARK;PITTSBURGH;PA;ASSISTANT COACH TRACK & FIELD;27-2022;COACHES AND SCOUTS;611310;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;17940.0;Year;Level I;OES;2017;OFLC ONLINE DATA CENTER;34000.0;34000.0;Year;N;N;NA;;;LORETTO;CAMBRIA;PA;15940;
I-200-17075-749222;CERTIFIED;42811.0;42817.0;H-1B;42994.0;44089.0;COVANCE CLINICAL RESEARCH UNIT INC.;;3402 KINSMAN BLVD.;MADISON;WI;53704;UNITED STATES OF AMERICA;;6094524287;;Y;MIRER, JOSHUA;HARTFORD;CT;BIOSTATISTICIAN II;15-2041;STATISTICIANS;54171;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;72530.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;72530.0;95000.0;Year;N;N;NA;;;MADISON;DANE;WI;53704;
I-200-17229-321165;CERTIFIED;42964.0;42970.0;H-1B;42982.0;43373.0;WHEELER EYECARE INC;;3035 HAMILTON CHURCH RD;ANTIOCH;TN;37013;;;;;;,;;;OPTOMETRIST;29-1041;OPTOMETRISTS;62132;1.0;0.0;0.0;0.0;1.0;0.0;0.0;N;52.35;Hour;;OES;2017;OFLC ONLINE DATA CENTER;52.35;0.0;Hour;N;N;;Y;;ANTIOCH;DAVIDSON;TN;37013;
I-200-15251-139266;CERTIFIED-WITHDRAWN;42255.0;42906.0;H-1B;42320.0;43415.0;UNIVERSITY OF COLORADO;UNIVERSITY OF COLORADO COLORADO SPRINGS;UCB 123;BOULDER;CO;80309;UNITED STATES OF AMERICA;;3034922979;;N;,;;;RESEARCH ASSOCIATE;19-1021;BIOCHEMISTS AND BIOPHYSICISTS;611310;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;40810.0;Year;Level I;Other;2015;OFLC ONLINE DATA CENTER;43794.0;0.0;Year;N;N;NA;;;COLORADO SPRINGS;EL PASO;CO;80918;42261.0
I-200-17006-092107;CERTIFIED;42741.0;42747.0;H-1B;42748.0;43843.0;VZURE SOLUTIONS LLC;;1638 RED ROCK CANYON RD;FRISCO;TX;75034;UNITED STATES OF AMERICA;;9724151839;;Y;AHLUWALIA, PALLAVI;DALLAS;TX;SOFTWARE DEVELOPER (TECHNICAL CONSULTANT);15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;5415;1.0;0.0;0.0;1.0;0.0;0.0;0.0;Y;85197.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;100000.0;0.0;Year;N;N;NA;;;FRISCO;DENTON;TX;75034;
I-200-17047-284857;CERTIFIED;42783.0;42790.0;H-1B;42960.0;44053.0;INFOSYS LIMITED;N/A;6100 TENNYSON PARKWAY;PLANO;TX;75024;UNITED STATES OF AMERICA;N/A;4694672608;;N;,;;;TECHNOLOGY ARCHITECT - US - PRACTITIONER;15-1199;COMPUTER SYSTEMS ENGINEERS/ARCHITECTS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;98176.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;98176.0;0.0;Year;Y;N;Y;;;RICHARDSON;DALLAS;TX;75081;
I-200-15229-266742;CERTIFIED-WITHDRAWN;42233.0;42801.0;H-1B;42278.0;43373.0;KIP INFORMATION TECHNOLOGIES INC;;3325 NORTH ARLINGTON HEIGHTS ROAD;ARLINGTON HEIGHTS;IL;60004;UNITED STATES OF AMERICA;N/A;8474831580;N/A;N;,;;;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;52083.0;Year;Level II;OES;2015;FLC ONLINE WAGE DATA CENTER;72000.0;0.0;Year;Y;N;Y;Y;;MORTON;TAZEWELL;IL;61550;42236.0
I-200-17054-890375;CERTIFIED;42789.0;42795.0;H-1B;42967.0;44062.0;INTERNATIONAL COMMUNICATIONS ASSOCIATES, INC.;ICA LANGUAGE SERVICES;1901 N. MOORE STREET;ARLINGTON;VA;22209;UNITED STATES OF AMERICA;;7035278666;;Y;DERWIN, CHRISTINE;FAIRFAX;VA;SALES MANAGER;11-2022;SALES MANAGERS;611630;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;74838.0;Year;Level I;OES;2017;OFLC ONLINE DATA CENTER;79900.0;0.0;Year;N;N;NA;;;ARLINGTON;ARLINGTON;VA;22209;
I-200-17082-926122;CERTIFIED;42817.0;42823.0;H-1B;42994.0;44089.0;AMNEAL PHARMACEUTICALS OF NEW YORK LLC;;50 HORSEBLOCK RD;BROOKHAVEN;NY;11719;UNITED STATES OF AMERICA;;6319520214;;N;,;;;PHARMACOVIGILANCE ASSOCIATE;13-1041;COMPLIANCE OFFICERS;325412;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;49670.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;49670.0;0.0;Year;N;N;NA;;;BROOKHAVEN;SUFFOLK;NY;11719;
I-200-17038-044992;CERTIFIED;42773.0;42779.0;H-1B;42924.0;44020.0;ERNST & YOUNG U.S. LLP;N/A;200 PLAZA DRIVE;SECAUCUS;NJ;07094;UNITED STATES OF AMERICA;;2018723003;;Y;WALSH, MARC;TORONTO;;ADVISORY MANAGER;13-1111;MANAGEMENT ANALYSTS;541211;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;94682.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;155000.0;0.0;Year;N;N;NA;;;CHICAGO;COOK;IL;60606;
I-200-17062-168839;CERTIFIED;42801.0;42807.0;H-1B;42979.0;43343.0;HARVARD UNIVERSITY;;1350 MASSACHUSETTS AVENUE;CAMBRIDGE;MA;02138;UNITED STATES OF AMERICA;;6174957837;;N;,;;;RESEARCH FELLOW;19-1042;MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS;611310;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;58864.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;58864.0;0.0;Year;N;N;NA;;;BOSTON;SUFFOLK;MA;02115;
I-200-17073-111110;CERTIFIED;42810.0;42816.0;H-1B;42991.0;44087.0;LUK USA LLC;;3401 OLD AIRPORT ROAD;WOOSTER;OH;44691;UNITED STATES OF AMERICA;;8038355836;;Y;LIGHTER, AMY;KNOXVILLE;TN;ENGINEER - DESIGN;17-2141;MECHANICAL ENGINEERS;336390;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;59571.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;62000.0;80000.0;Year;N;N;NA;Y;;WOOSTER;WAYNE;OH;44691;
